출원번호,출원일,사무소,대리인,MainCPC,발명명칭
1020220165964,20221201,leeandmok,리앤목특허법인,,"적대적 생성 신경망 분석 방법, 적대적 생성 신경망 분석 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020220165115,20221130,leeandmok,리앤목특허법인,,연료전지 시스템
1020220163445,20221129,leeandmok,리앤목특허법인,,거울 기능을 구비한 영상 표시 유닛
1020220162054,20221128,leeandmok,리앤목특허법인,,폐 용적 검사 방법 및 그 장치
1020220162052,20221128,leeandmok,리앤목특허법인,,선조립 철골 구조물의 하중 분산형 실내 리프팅 장비 및 이를 이용한 선조립 철골 구조물의 설치방법
1020220160728,20221125,leeandmok,리앤목특허법인,,전력 수직 배향형 모노폴라 수전해 스택
1020220160675,20221125,leeandmok,리앤목특허법인,,다양한 길이의 펩타이드의 길이를 접힘으로 처리하여 신항원을 예측하는 방법 및 컴퓨터 프로그램
1020220159765,20221124,leeandmok,리앤목특허법인,,"탄소중립 실현을 위한 메탄가스 절감 및 축우 생산성 향상, 등급율 개선을 위한 기능성 단미사료 조성물 및 이의 제조방법"
1020220159764,20221124,leeandmok,리앤목특허법인,,이형 부품 삽입기용 부품 공급 장치
1020220159560,20221124,leeandmok,리앤목특허법인,,질병예측방법 및 그 장치
1020220158439,20221123,leeandmok,리앤목특허법인,,주사기를 이용한 약액 이동 자동화 장치
1020220158437,20221123,leeandmok,리앤목특허법인,,"그래핀 기반 센서, 이를 이용한 측정장치 및 분석방법"
1020220157500,20221122,leeandmok,리앤목특허법인,,전류 필라멘트 분산 유도를 위한 광전도 반도체 스위치
1020220146398,20221104,leeandmok,리앤목특허법인,,갈바닉 분리를 제공하는 집적 회로 및 이를 포함하는 반도체 패키지
1020220145516,20221103,leeandmok,리앤목특허법인,,가변피치형 픽업 장치
1020220145513,20221103,leeandmok,리앤목특허법인,,CAD 영상을 활용한 전처리가 구현된 딥러닝 검사시스템
1020220144727,20221102,leeandmok,리앤목특허법인,,운용환경 모의 방법 및 시스템
1020220144616,20221102,leeandmok,리앤목특허법인,,차량 센서 클리닝 장치 및 그 장치의 제어방법
1020220144231,20221102,jang,장수길,,도금 장치
1020220143947,20221101,leeandmok,리앤목특허법인,,위험지역 접근방지용 스마트 안전 경보 방법 및 장치
1020220143056,20221031,leeandmok,리앤목특허법인,,"양극활물질, 이의 제조방법, 및 상기 양극활물질을 포함하는 리튬이차전지"
1020220141619,20221028,leeandmok,리앤목특허법인,,USB를 이용한 디지털 핸드 스피커 마이크
1020220141280,20221028,jang,장수길,,"카메라 모듈, 포터블 전자 기기, 및 위치 제어 시스템"
1020220139659,20221026,leeandmok,리앤목특허법인,,유량 제어 장치
1020220138622,20221025,leeandmok,리앤목특허법인,,"대기 보정 방법, 대기 보정 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020220138376,20221025,leeandmok,리앤목특허법인,,상수 가압 장치
1020220134835,20221019,jang,장수길,,"땜납 합금, 땜납 페이스트, 땜납 볼, 땜납 프리폼 및 납땜 이음"
1020220134820,20221019,leeandmok,리앤목특허법인,,다중 유로가 구비된 밸브 장치
1020220134455,20221018,leeandmok,리앤목특허법인,,보트 로딩 장치 및 이를 포함하는 웨이퍼 처리 시스템
1020220132731,20221014,leeandmok,리앤목특허법인,,"생분해성 수지 조성물, 성형품의 제조방법 및 생분해성 성형품"
1020220130818,20221012,leeandmok,리앤목특허법인,,기체 분사구 모듈이 구비된 초음파 검사기의 기포 제거 장치
1020220129536,20221011,leeandmok,리앤목특허법인,,이차전지용 실리콘 분말의 제조방법 및 이를 이용하여 제조된 실리콘 분말
1020220129535,20221011,leeandmok,리앤목특허법인,,식물 추출물을 바실러스 균주로 발효한 발효물을 포함하는 화장료 조성물
1020220125626,20220930,leeandmok,리앤목특허법인,,수계 이차전지 및 그 제조방법
1020220124650,20220929,leeandmok,리앤목특허법인,,인공지능을 이용하여 적혈구 검체에서 말라리아 감염을 진단하는 방법 및 그 장치
1020220124649,20220929,leeandmok,리앤목특허법인,,이미지 정규화를 이용한 기생충 충란 식별 방법 및 장치
1020220123644,20220928,leeandmok,리앤목특허법인,,전기적 연결 신뢰성이 개선된 플렉서블 전계 발광 장치
1020220123487,20220928,leeandmok,리앤목특허법인,,아군훈련 정보로 훈련한 생성모델을 사용하여 적군의 초기 부대 전개에 따른 전투 방책을 예측하는 방법 및 장치
1020220121967,20220926,leeandmok,리앤목특허법인,,"심전도 데이터 처리 장치, 가변적인 윈도우 크기의 신호 세그먼트들로 분할하면서 분석 필요 구간을 추출하는 심전도 데이터 처리 방법 및 컴퓨터 프로그램"
1020220121309,20220926,jang,장수길,,압축기 유닛
1020220120927,20220923,leeandmok,리앤목특허법인,,방열 잉크 및 방열 잉크를 포함하는 방열 시트
1020220120101,20220922,leeandmok,리앤목특허법인,,하수 역류 방지 및 추락 방지 구조가 구비된 맨홀 시스템
1020220120093,20220922,leeandmok,리앤목특허법인,,평판 기판용 필름 도포장치 및 그의 작동방법
1020220119516,20220921,leeandmok,리앤목특허법인,,배터리 계측정보의 교정방법 및 그 장치
1020220119514,20220921,leeandmok,리앤목특허법인,,배터리 계측정보 교정방법 및 그 장치
1020220117250,20220916,leeandmok,리앤목특허법인,,"암모니아 탈수소용 촉매, 이의 제조방법 및 이를 이용한 수소 제조방법"
1020220115006,20220913,leeandmok,리앤목특허법인,,복수의 충전모듈을 통해 차량을 충전하는 방법 및 그 차량 충전 장치
1020220115005,20220913,leeandmok,리앤목특허법인,,재활용정보관리방법 및 그 장치
1020220111468,20220902,leeandmok,리앤목특허법인,,광학특성 색가변소자 및 그 제조방법과 제어방법
1020220108988,20220830,leeandmok,리앤목특허법인,,음식물 분리 수거함 세척 장치
1020220108583,20220829,leeandmok,리앤목특허법인,,친환경 천연 공융 용매로 추출한 추출물을 포함하는 화장료 조성물
1020220107800,20220826,leeandmok,리앤목특허법인,,에너지 자립형 태양광 발전 시스템
1020220107761,20220826,leeandmok,리앤목특허법인,,재생칩을 사용하여 제조된 재생 PET 필름
1020220106057,20220824,leeandmok,리앤목특허법인,,천연 복합 추출물을 포함하는 탈모 예방 또는 발모 촉진용 조성물
1020220105655,20220823,leeandmok,리앤목특허법인,,"합성 긴 펩타이드의 면역원성 예측 장치, 면역원성 예측 방법 및 컴퓨터 프로그램"
1020220105641,20220823,leeandmok,리앤목특허법인,,무인이동체 위성항법 유도 장치 및 방법
1020220104061,20220819,김앤장,김성환,,냉각수의 동결 및 냉각기용 열교환기의 동파방지를 위한 수온센서 장착구조
1020220103307,20220818,leeandmok,리앤목특허법인,,"최적 공급 전압을 위한 LED 드라이버, 발광 시스템 및 디스플레이 장치"
1020220102180,20220816,leeandmok,리앤목특허법인,,배터리진단방법 및 그 장치
1020220102179,20220816,leeandmok,리앤목특허법인,,배터리 등가회로 생성방법 및 그 장치
1020220100070,20220810,leeandmok,리앤목특허법인,,가상의 착용이미지 제공시스템
1020220099932,20220810,leeandmok,리앤목특허법인,,다기능 지게차 및 그의 운전방법
1020220097582,20220804,leeandmok,리앤목특허법인,,미소부품 운송장치 및 그 제조방법
1020220096751,20220803,leeandmok,리앤목특허법인,,상부 프로브 모듈과 하부 프로브 모듈을 사용하는 초음파 검사 장치
1020220096750,20220803,leeandmok,리앤목특허법인,,초음파 검사 장치의 프로브 모듈
1020220096747,20220803,leeandmok,리앤목특허법인,,자동 용접 캐리지의 가이드 링 설치용 지그 및 그의 사용방법
1020237018960,20220802,jang,장수길,,도금 방법 및 도금 장치
1020220096108,20220802,leeandmok,리앤목특허법인,,생체 신호 측정 장치 및 그 사용 방법
1020220095285,20220801,leeandmok,리앤목특허법인,,원자력 터빈 스러스트 베어링 체결구조
1020220094723,20220729,leeandmok,리앤목특허법인,,폐수 재이용 방법 및 장치
1020220093868,20220728,leeandmok,리앤목특허법인,,"공동 주차장에서 사고 방지를 위한 방법, 장치 및 시스템"
1020220093457,20220727,leeandmok,리앤목특허법인,,표시 장치 및 그 제조방법
1020220093390,20220727,leeandmok,리앤목특허법인,,"스타필로코커스 속, 스트렙토코커스 속, 쿠티박테리움 속, 인하이드로박터 균주 및 DNA 단편 혼합물을 포함하는 화장료 조성물"
1020220090619,20220721,leeandmok,리앤목특허법인,,3차원음향스터디 자동출력장치 및 방법
1020220087526,20220715,leeandmok,리앤목특허법인,,산소 동위원소 농축수 제조용 촉매 및 상기 촉매를 이용한 산소 동위원소 농축수의 제조방법
2020220001720,20220714,leeandmok,리앤목특허법인,,비누 홀더
1020220086990,20220714,leeandmok,리앤목특허법인,,유도탄의 로이터 제어 방법
1020220086699,20220714,leeandmok,리앤목특허법인,,진공성형으로 제조된 돌기형 트레이
1020220086689,20220714,jang,장수길,,압축기 유닛 및 그 제어 방법
1020220085130,20220711,leeandmok,리앤목특허법인,,다개체 강화학습 시스템 및 방법
1020220083813,20220707,leeandmok,리앤목특허법인,,"의료 데이터 제공 방법, 및 의료 데이터 제공 방법이 저장된 기록매체"
1020220083812,20220707,leeandmok,리앤목특허법인,,셀 단위 교통 정보를 생성하는 장치 및 방법
1020220082479,20220705,leeandmok,리앤목특허법인,,리튬 전지용 음극 제조방법 및 이를 포함하는 리튬 전지
1020220082111,20220704,leeandmok,리앤목특허법인,,인체장기모델 생성방법 및 그 장치
1020220081858,20220704,김앤장,김성환,,변기용 저소음 배수기
1020220081491,20220701,leeandmok,리앤목특허법인,,에너지 자립형 수전해 시스템
1020220080731,20220630,leeandmok,리앤목특허법인,,감속기 및 감속기 설계 방법
1020220080711,20220630,leeandmok,리앤목특허법인,,구동 모듈 및 이를 포함하는 로봇
1020220080017,20220629,leeandmok,리앤목특허법인,,변위 정보 이분화를 통한 상호보완적 짐벌 제어 기반의 이동 객체 감시 장치 및 방법
1020220079437,20220629,leeandmok,리앤목특허법인,,"복합 식물 추출물을 함유하는 나노리포좀을 유효성분으로 포함하는 항산화, 항염 및 피부 항노화 조성물"
1020220077710,20220624,leeandmok,리앤목특허법인,,차즈기 발효물을 유효성분으로 포함하는 화장료 조성물
1020220075680,20220621,leeandmok,리앤목특허법인,,사막 선인장 추출물 및 락토바실러스 배양액을 포함하는 화장료 조성물
1020220074988,20220620,leeandmok,리앤목특허법인,,인공지능 기반 모돈을 위한 사료 공급량 제어 및 그 장치
1020220074987,20220620,leeandmok,리앤목특허법인,,반도체 패키지 및 이의 제조 방법
1020237003918,20220617,jang,장수길,,누설 판정 방법 및 도금 장치
1020237003875,20220617,jang,장수길,,도금 장치
1020220073760,20220616,leeandmok,리앤목특허법인,,모노펄스 레이더를 이용하여 경사거리를 산출하는 방법 및 장치
1020220071025,20220610,leeandmok,리앤목특허법인,,투습방수성 의류의 일괄 제조방법 및 그 방법에 의해 제조된 투습방수성 의류
1020220069582,20220608,leeandmok,리앤목특허법인,,객체 검출에 이용되는 파장 대역을 결정하기 위한 장치 및 방법
1020220069547,20220608,leeandmok,리앤목특허법인,,검사 롤러를 구비하는 기판검사장치
1020220069546,20220608,leeandmok,리앤목특허법인,,이송제어기구를 포함하는 기판검사장치
1020220069545,20220608,leeandmok,리앤목특허법인,,다수의 검사 유닛을 포함하는 기판검사장치
1020220069111,20220607,leeandmok,리앤목특허법인,,접근 권한 제어를 수행하는 스토리지 장치 및 그 동작방법
1020220068437,20220603,leeandmok,리앤목특허법인,,조인트 밀봉 구조
1020220068436,20220603,leeandmok,리앤목특허법인,,슬러지 이송 펌프
1020220068435,20220603,leeandmok,리앤목특허법인,,인듀서가 장착된 슬러지 이송 펌프
1020220067704,20220602,leeandmok,리앤목특허법인,,회전 구조가 구비된 비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치
1020220067703,20220602,leeandmok,리앤목특허법인,,승강 구조가 구비된 비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치
1020237009335,20220601,jang,장수길,,도금 장치
1020220066912,20220531,leeandmok,리앤목특허법인,,"고해상도 디밍을 위한 LED 드라이버, 발광 모듈 및 디스플레이 장치"
1020220066909,20220531,leeandmok,리앤목특허법인,,"NFT 발행 시스템과 그 발행 방법, 그리고 NFT 발행 라벨"
1020220066354,20220530,leeandmok,리앤목특허법인,,관형시설물의 토폴로지 데이터 생성 방법 및 그 장치
1020220066349,20220530,leeandmok,리앤목특허법인,,열전지 시편 및 열전지 압력 측정 방법
1020220063053,20220523,leeandmok,리앤목특허법인,,외기 도입에 의한 온도차 냉각·온도차 제상 및 자동 환기 구조가 구비된 고습도 조절용 냉각 시스템
1020220056870,20220509,leeandmok,리앤목특허법인,,레이더 시스템에서 클러터를 제거하기 위한 장치 및 방법
1020220056243,20220506,leeandmok,리앤목특허법인,,비디오 월 시스템
1020220056241,20220506,leeandmok,리앤목특허법인,,"웨이퍼분류모델 학습을 위한 웨이퍼 이미지를 생성하는 방법 및 그 장치와, 이를 이용하여 웨이퍼분류모델을 생성하는 방법 및 그 장치"
1020220055379,20220504,leeandmok,리앤목특허법인,,다단 차동 증폭기
1020220055302,20220504,jang,장수길,,"프리웨트 모듈, 탈기액 순환 시스템, 및 프리웨트 방법"
1020220055026,20220503,leeandmok,리앤목특허법인,,이형필름 및 이의 제조방법
1020220054447,20220502,leeandmok,리앤목특허법인,,"어드레스 테이블을 포함하는 메모리 장치, 및 메모리 컨트롤러의 동작 방법"
1020220053218,20220429,jang,장수길,,압축기 유닛 및 압축기 유닛의 제어 방법
1020220052878,20220428,leeandmok,리앤목특허법인,,플리커-프리를 위한 장치 및 이를 포함하는 조명 기기
1020220052874,20220428,leeandmok,리앤목특허법인,,긴급제동장치의 사고 분석을 위한 시뮬레이션 시스템 및 시뮬레이션 방법
1020220052873,20220428,leeandmok,리앤목특허법인,,긴급제동장치의 사고 분석을 위한 주행 시뮬레이터
1020220052148,20220427,leeandmok,리앤목특허법인,,기능성 브래지어
1020220051527,20220426,leeandmok,리앤목특허법인,,반사 배열 안테나 모노 펄스 시스템
1020220051050,20220425,leeandmok,리앤목특허법인,,고압 가스 저장 용기 및 이의 제조방법
1020220048326,20220419,leeandmok,리앤목특허법인,,차고 배기가스 자동배출 시스템
1020220047504,20220418,leeandmok,리앤목특허법인,,투명 미백 트레이의 제조방법 및 그 방법에 의해 제조된 투명 미백 트레이
1020220047193,20220415,leeandmok,리앤목특허법인,,플리커-프리를 위한 장치 및 이를 포함하는 조명 기기
1020220046405,20220414,leeandmok,리앤목특허법인,,돼지열병 바이러스 특이적인 항체 및 이의 용도
1020220044119,20220408,leeandmok,리앤목특허법인,,구조물 변위 검출 장치 및 모니터링 시스템
1020220044118,20220408,leeandmok,리앤목특허법인,,"양극활물질, 이의 제조방법, 및 상기 양극활물질을 포함하는 리튬이차전지"
1020220042148,20220405,leeandmok,리앤목특허법인,,리드 프레임
1020220042147,20220405,leeandmok,리앤목특허법인,,"반도체 패키지 기판, 이를 포함하는 반도체 패키지, 및  반도체 패키지 기판의 제조방법"
1020220041925,20220404,leeandmok,리앤목특허법인,,요철 구조가 구비된 비파괴 검사용 자화장치
1020220041924,20220404,leeandmok,리앤목특허법인,,방열팬이 열전달 부재에 고정된 비파괴 검사용 자화장치
1020220041923,20220404,leeandmok,리앤목특허법인,,방열팬이 절연 피복체에 고정된 비파괴 검사용 자화장치
1020220041922,20220404,leeandmok,리앤목특허법인,,방열팬에 의한 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치
1020220041921,20220404,leeandmok,리앤목특허법인,,열전달 부재에 의한 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치
1020220040463,20220331,leeandmok,리앤목특허법인,,음식물 분리 수거함 세척 장치
1020220036075,20220323,leeandmok,리앤목특허법인,,"합성 영상 생성 방법, 합성 영상 생성 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020220035609,20220322,leeandmok,리앤목특허법인,,개인이동수단의 높이조절장치
1020220035536,20220322,leeandmok,리앤목특허법인,,계단 논슬립 구조
1020220034944,20220321,leeandmok,리앤목특허법인,,사과 캘러스 유래 엑소좀을 포함하는 피부상태 개선용 조성물
1020220033460,20220317,leeandmok,리앤목특허법인,,화장품에 관한 NFT(Non-Fungible Token)를 생성하는 방법 및 장치
1020220033389,20220317,jang,장수길,,"압축기 유닛, 스크루 압축기 및 압축기 유닛의 운전 방법"
1020220032897,20220316,leeandmok,리앤목특허법인,,치주 질환 유발균을 억제하는 활성을 갖는 락티카제이바실러스 파라카제이 균주 및 그 용도
1020220032896,20220316,leeandmok,리앤목특허법인,,치아우식증 유발균을 억제하는 활성을 갖는 와이셀라 시바리아 균주 및 그 용도
1020220031500,20220314,leeandmok,리앤목특허법인,,"PGME, PGMEA, 물의 혼합물로부터 물을 분리하는 방법"
1020220031496,20220314,leeandmok,리앤목특허법인,,"당 확산 추출공법으로 추출한 생병풀 추출물을 포함하는 항염, 장벽 효능을 가지는 화장료 조성물 및 이의 용도"
1020220030951,20220311,leeandmok,리앤목특허법인,,감시카메라 관리 장치
1020227018886,20220310,jang,장수길,,무시안 전해 금 도금액
1020220028224,20220304,leeandmok,리앤목특허법인,,"카프릴하이드록사믹애씨드, 4'-하이드록시아세토페논, 및 폴리올을 포함하는 피부 외용제용 보존제 및 이를 포함하는 화장료 조성물"
1020220028216,20220304,leeandmok,리앤목특허법인,,액체리튬음극 및 이를 포함하는 열전지
1020220027648,20220303,leeandmok,리앤목특허법인,,가속 페달 위치 센서 신호를 이용하여 차량의 엔진 제어기의 정상 동작 여부를 진단하기 위한 장치 및 방법
1020220026303,20220228,leeandmok,리앤목특허법인,,엘리베이터의 진보된 안정성을 제공하는 장치 및 방법
1020220026222,20220228,leeandmok,리앤목특허법인,,유전 알고리즘을 이용한 냉난방설비 운용 장치 및 방법
1020220024573,20220224,leeandmok,리앤목특허법인,,"헤테로고리 화합물을 포함한 발광 소자, 상기 발광 소자를 포함한 전자 장치 및 상기 헤테로고리 화합물"
1020220024500,20220224,leeandmok,리앤목특허법인,,"유근피 추출물 또는 이로부터 분리한 유효 단일물질을 포함하는 골 질환의 치료, 예방 및 개선용 조성물"
1020220023135,20220222,leeandmok,리앤목특허법인,,전기 집진 시스템 및 방법
1020220023134,20220222,leeandmok,리앤목특허법인,,폐열 회수 시스템 및 방법
1020220022463,20220221,leeandmok,리앤목특허법인,,"의료 데이터 제공 장치, 의료 데이터 제공 방법 및 컴퓨터 프로그램"
1020220022461,20220221,leeandmok,리앤목특허법인,,유체 공급 장치
1020220022456,20220221,leeandmok,리앤목특허법인,,초순수 제조 설비 및 이온교환수지 교체 방법
2020220000469,20220218,leeandmok,리앤목특허법인,,내진 받침대
1020220021066,20220217,leeandmok,리앤목특허법인,,핵화생방 탐지 서버
1020227042552,20220216,jang,장수길,,"도금 장치, 및 도금 방법"
1020220020209,20220216,leeandmok,리앤목특허법인,,원자력발전소의 위험탐지장치 및 그 방법
1020220018324,20220211,leeandmok,리앤목특허법인,,절연 피복체의 열 변형 방지 구조가 구비된 비파괴 검사용 자화장치
1020220018323,20220211,leeandmok,리앤목특허법인,,비파괴 검사용 세척액을 와이퍼 흡착포에 도포하는 장치
1020220016978,20220209,leeandmok,리앤목특허법인,,"고밀도 수직재배를 위한 점적관수, 고밀도 재배 프레임 및 LED 시스템"
1020220016977,20220209,leeandmok,리앤목특허법인,,코킹캡을 이용한 이지코킹 압력그라우팅 시스템 및 이를 이용한 그라우팅 보강 시공방법
1020227039872,20220207,jang,장수길,,도금 장치
1020220015803,20220207,leeandmok,리앤목특허법인,,이소티오시아네이트가 증대된 무순 추출물을 포함하는 조성물 및 이의 제조방법
1020220015768,20220207,leeandmok,리앤목특허법인,,상변화 물질의 축열을 이용한 핫가스 제상 구조가 구비된 냉동 냉장 시스템
1020220013613,20220128,leeandmok,리앤목특허법인,,자동 용접 방법
1020220012693,20220127,leeandmok,리앤목특허법인,,"코르크용 표면 코팅제 조성물, 이의 제조 방법, 이를 이용하여 코팅된 코르크칩 및 친환경 바닥포장재 시공 방법"
1020220012578,20220127,leeandmok,리앤목특허법인,,"위치 모니터링 방법, 위치 모니터링 시스템 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020220010223,20220124,leeandmok,리앤목특허법인,,조명의 페이드-인 및 페이드-아웃을 위한 장치 및 방법
1020220006175,20220114,leeandmok,리앤목특허법인,,습식 식각 방법 및 이를 이용한 반도체 소자 제조 방법.
1020220006172,20220114,leeandmok,리앤목특허법인,,디스플레이 프로텍터
1020220004334,20220111,leeandmok,리앤목특허법인,,컴프레셔가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220004333,20220111,leeandmok,리앤목특허법인,,스트롱 에러 정보를 관리하는 메모리 컨트롤러 및 그 동작방법
1020220004298,20220111,leeandmok,리앤목특허법인,,자화 전극에 분사 노즐이 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220004197,20220111,leeandmok,리앤목특허법인,,푸시버튼 분사 스위치가 구비된 비파괴 검사용 자분 자동 분사 및 자화 장치
1020220003623,20220110,leeandmok,리앤목특허법인,,비접촉 가축 체중 측정장치 및 그 방법
1020220001636,20220105,leeandmok,리앤목특허법인,,라이다 시스템의 운용 환경이 고려하여 점군 정보를 결정하기 위한 장치 및 방법
1020220001451,20220105,leeandmok,리앤목특허법인,,증강현실 기반 현장관리방법 및 서버
1020210192903,20211230,leeandmok,리앤목특허법인,,공기 유압 펌프
1020210191602,20211229,leeandmok,리앤목특허법인,,고체 산화물 수전해 시스템용 주변 설비 모듈 및 고체 산화물 수전해 시스템
1020210190410,20211228,leeandmok,리앤목특허법인,,플라이백 컨버터와 이를 포함하는 전력 시스템
1020210189337,20211228,jang,장수길,,"압축기 유닛, 압축기 유닛의 제어 프로그램이 기억된 기억 매체 및 압축기 유닛의 제어 방법"
1020210188992,20211227,leeandmok,리앤목특허법인,,회전식 식물 재배기
1020210188991,20211227,leeandmok,리앤목특허법인,,회전식 식물 재배기
1020210187763,20211224,leeandmok,리앤목특허법인,,저 기움각 신호원의 광선 추적 가속화 방법 및 장치
1020210186601,20211223,leeandmok,리앤목특허법인,,표면 결함 검사 장치의 조명 모듈
1020210186600,20211223,leeandmok,리앤목특허법인,,전동화 부품의 헤어핀 검사 장치
1020210186599,20211223,leeandmok,리앤목특허법인,,전동화 부품의 회전체 검사 장치
1020210186598,20211223,leeandmok,리앤목특허법인,,에어리어 카메라가 구비된 검사 장치 및 에어리어 카메라가 구비된 검사 장치를 이용한 검사 방법
1020210186583,20211223,leeandmok,리앤목특허법인,,"해양 영상 실사화 방법, 해양 영상 실사화 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210186582,20211223,leeandmok,리앤목특허법인,,"다중 선박 자율 항해 방법, 다중 선박 자율 항해 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210185404,20211222,leeandmok,리앤목특허법인,,"적응적인 파워 조절을 수행하는 메모리 컨트롤러, 이를 포함하는 메모리 시스템 및 메모리 시스템의 동작방법"
1020210184290,20211221,leeandmok,리앤목특허법인,,전지용 성형체 및 이를 포함하는 액체 금속 전지
1020227025386,20211220,jang,장수길,,도금 장치의 메인터넌스 방법
1020210183083,20211220,leeandmok,리앤목특허법인,,동박적층필름 및 이를 포함하는 전자소자
1020210181698,20211217,leeandmok,리앤목특허법인,,자산화 된 학습 데이터 및 자산화 된 인공 신경망 데이터와 관련된 수익을 분배하는 방법
1020210181697,20211217,leeandmok,리앤목특허법인,,학습된 인공 신경망을 자산화 하는 방법
1020210181696,20211217,leeandmok,리앤목특허법인,,인공 신경망의 학습을 위한 학습 데이터를 자산화 하는 방법
1020210178651,20211214,leeandmok,리앤목특허법인,,아토피 피부염의 예방 또는 치료용 조성물
1020210178031,20211213,leeandmok,리앤목특허법인,,통합 궤도 회로 모니터링 방법 및 시스템
1020210175419,20211209,leeandmok,리앤목특허법인,,급수가열기의 진공영역 및 저압영역에서의 시료 채취 및 시료 분석 시스템
1020227030856,20211206,jang,장수길,,도금 방법 및 도금 장치
1020210172624,20211206,leeandmok,리앤목특허법인,,콘크리트 에어 포켓 제거 및 콘크리트 유출 방지를 위한 거푸집
1020210172623,20211206,leeandmok,리앤목특허법인,,조립부재를 사용하는 무용접 거푸집
1020210172270,20211203,leeandmok,리앤목특허법인,,특장차의 전복 방지 시스템
1020210171261,20211202,leeandmok,리앤목특허법인,,진동 및 소음이 감소된 직류 모터 장치
1020210169340,20211130,leeandmok,리앤목특허법인,,기능성 보정속옷
1020210169339,20211130,leeandmok,리앤목특허법인,,기능성 보정속옷
1020210168032,20211130,leeandmok,리앤목특허법인,,배터리 진단 방법 및 그 장치
1020210167595,20211129,leeandmok,리앤목특허법인,,튜브 휠을 포함한 비파괴 검사용 자동 스캐너 차체의 바퀴 구조
1020210166107,20211126,leeandmok,리앤목특허법인,,고속 푸리에 변환을 이용한 광대역 신호 감시 방법 및 장치
1020210166101,20211126,leeandmok,리앤목특허법인,,듀얼 카메라를 이용하여 진입 금지 차량을 검출하는 장치 및 방법
1020210164872,20211125,leeandmok,리앤목특허법인,,화장료의 표면 인쇄를 위한 잉크 조성물 및 이를 이용한 화장료의 표면 인쇄 방법
1020210163628,20211124,leeandmok,리앤목특허법인,,공간특성정보를 생성하는 방법 및 그 장치
1020210161758,20211122,leeandmok,리앤목특허법인,,표시 장치의 제조장치 및 표시 장치의 제조방법
1020210161382,20211122,leeandmok,리앤목특허법인,,락토바실러스 사케이 AMP 5104 균주 및 이의 용도
1020210157098,20211115,leeandmok,리앤목특허법인,,"노이즈 제거 방법, 노이즈 제거 장치 및 상기 방법을 실행시키기 위하여 기록매체에 저장된 컴퓨터 프로그램"
1020210155886,20211112,leeandmok,리앤목특허법인,,포장박스 추천 방법 및 그 장치
1020210154629,20211111,leeandmok,리앤목특허법인,,입력장치
1020227015786,20211109,jang,장수길,,도금 장치
1020210153264,20211109,leeandmok,리앤목특허법인,,위상배열 안테나
1020210153257,20211109,leeandmok,리앤목특허법인,,독립운전 시 수소설비가 있는 전력 커뮤니티를 위한 에너지 제어 시스템
1020210152439,20211108,leeandmok,리앤목특허법인,,고효율 플리커-프리 조명 기기
1020210151182,20211105,leeandmok,리앤목특허법인,,"마그놀올, 호노키올, 또는 이의 조합을 포함하는 피부 외용제용 보존제 및 이를 포함하는 화장료 조성물"
1020227030958,20211104,jang,장수길,,도금 장치 및 기판 세정 방법
1020210150863,20211104,leeandmok,리앤목특허법인,,창문에 필터와 환기 팬을 장착하는 환기 시스템
1020210150862,20211104,leeandmok,리앤목특허법인,,열회수 환기장치에 부가되는 공조기를 구비한 공조 시스템
1020210148957,20211102,leeandmok,리앤목특허법인,,높은 LED 활용도를 제공하는 장치 및 이를 포함하는 조명 기기
1020210148132,20211101,leeandmok,리앤목특허법인,,잔여물 없이 사용 가능한 화장품 용기
1020227033794,20211028,jang,장수길,,도금 장치
1020227025385,20211028,jang,장수길,,도금 장치
1020210145874,20211028,leeandmok,리앤목특허법인,,분리 가능한 전극이 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145873,20211028,leeandmok,리앤목특허법인,,전극간 간격의 조절이 가능하고 인디케이터가 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145872,20211028,leeandmok,리앤목특허법인,,자분 분사 구조가 구비된 비파괴 검사 장치용 자화 전극 장치
1020210145862,20211028,leeandmok,리앤목특허법인,,"인공 혈관, 및 이의 제조 방법"
1020210145861,20211028,leeandmok,리앤목특허법인,,"인공 혈관, 및 이의 제조 방법"
1020210144981,20211027,leeandmok,리앤목특허법인,,안정성 및 용해성이 향상된 화장료 조성물 및 이를 이용한 클렌징 화장료 조성물
1020210144029,20211026,leeandmok,리앤목특허법인,,크레인 형태의 자동제어식 안전 발판 장치
